Company_Brand,Founded,HeadQuarter,Sector,What_it_does,Founders,Investor,Amount($),Stage,Funding_Year,Year_of_existence,Actual_date,Year
MicroDegree,2019-01-01,Mangalore,Education,MicroDegree is an ed-tech platform working towards democratising technology and job ready skills for Bharat.,"Gaurav Kamath, Rakesh Kothari, Manikanta Nair",Research Innovation Incubation Design Labs,3500000.0,Seed,2021-01-01,731 days,2019-01-02,2019
Synapsica,2017-01-01,New Delhi,Healthcare & Life sciences,Artificial Intelligence tools to make quality diagnostic assessment available for all.,"Meenakshi Singh, Dr Cherian, Kuldeep Singh Chauhan","IvyCap Ventures, Endiya Partners",4000000.0,Series_A,2021-01-01,1461 days,2021-01-01,2021
Kwik Foods,2020-01-01,Gurugram,Consumer Goods,Kwik Foods is one of the fastest-growing D2C fresh food brands that is disrupting the food industry,"Prabhleen Kaur, Harshal Patel",9Unicorns,3500000.0,Seed,2021-01-01,366 days,2018-01-02,2018
Classplus,2017-01-01,Noida,Education,Classplus was born out of an urge to redefine classroom engagement in this country.,"Mukul Rustagi, Bhaswat Agarwal",Tiger Global,65000000.0,Seed,2021-01-01,1461 days,2021-01-01,2021
WINDO,2020-01-01,Hyderabad,IT & Technology,Convert Instagram Page Into an Online Store in under 2-minutes. Create a free online store and automate your sales.,"Silus Reddy Chintapalli, Rakesh Vaddadi",Unicorn India Ventures,500000.0,Seed,2021-01-01,366 days,2018-01-02,2018
ApnaKlub,2020-01-01,Bengaluru,IT & Technology,Supporting independent businesses and retail entrepreneurs with better than market wholesale prices and supply chain.,"Shruti, Manish Kumar","Blume Ventures, Whiteboard Capital",3500000.0,Seed,2021-01-01,366 days,2018-01-02,2018
LegalPay,2019-01-01,New Delhi,Financial Services,A tech focused B2B litigation finance company in India.,Kundan Shahi,Ashwini Kakkar. 9Unicorns,3500000.0,Seed,2021-01-01,731 days,2019-01-02,2019
Navars,2019-01-01,Hyderabad,Education,"Navars Edutech comprises dynamic mix of intellectual professionals, managerial team, Subject matter experts and Astronomy and Space researchers.",Sravan Varma Datla,Faad Network,3500000.0,Seed,2021-01-01,731 days,2019-01-02,2019
Loco,2018-01-01,Bengaluru,Media & Entertainment,Loco is India's leading live game streaming app.,"Anirudh Pandita, Ashwin Suresh","Krafton, Lumikai",9000000.0,Seed,2021-01-01,1096 days,2020-01-02,2020
Auric,2017-01-01,New Delhi,Healthcare & Life sciences,Contemporary Beauty & Wellness Brand Based on Ayurveda,Deepak Agarwal,Venture Catalysts,2000000.0,Seed,2021-01-01,1461 days,2021-01-01,2021
Humit,2020-01-01,Bengaluru,Media & Entertainment,Humit is a social networking app for music sharing and discovery.,"Rohit Ganapathy, Prithvi Sankar, Ishaan Negi",Antler India,3500000.0,Pre_seed,2021-01-01,366 days,2018-01-02,2018
Airblack,2019-01-01,Gurugram,IT & Technology,Airblack is on a mission to help people convert their passion to a livelihood.,"Videt Jaiswal, Vaibhav Raj Gupta","Edge Ventures, Elevation Capital",5200000.0,Series_A,2021-01-01,731 days,2019-01-02,2019
Intervue,2021-01-01,New Delhi,IT & Technology,World's fastest collaborative environment to take tech interviews.,"Rahul Arora, Pushpender Singh Rautela","Titan Capital, Kunal Shah",3500000.0,Seed,2021-01-01,0 days,2017-01-01,2017
TABLT,2018-01-01,Kolkata,Healthcare & Life sciences,TABLT [Previously Sabse Sasta Dukaan] is one of India's most trusted online pharmacy dealing in medicines and other healthcare products.,Anish Agarwal,Siti Cable,3000000.0,Series_A,2021-01-01,1096 days,2020-01-02,2020
Hesa,2020-01-01,Hyderabad,IT & Technology,HESA is connecting Bharat with India and India with Bharat Phygitally. We are bridging the gap for the world’s largest customer base that resides in rural India.,"Vamsi Udayagiri, Hema Nandiraju","Venture Catalysts, 9unicorns",2000000.0,Seed,2021-01-01,366 days,2018-01-02,2018
Powerhouse91,2020-01-01,Gurugram,Others,"A tech-driven company that acquires, operates, and scales outstanding ecommerce brands in India.","Shashwat Diesh, Aqib Mohammed",Crossbeam Venture Partners,3500000.0,Seed,2021-01-01,366 days,2018-01-02,2018
Chargeup,2019-01-01,New Delhi,Energy,"""Battery as a Service"" for 3 wheeler & 2 wheelers","Varun Goenka, Akshay Kashyap",Mapmyindia,3500000.0,Seed,2021-01-01,731 days,2019-01-02,2019
Knackit,2019-01-01,Bengaluru,IT & Technology,Knackit is a talent sharing platform where users can showcase and monetize their artistry.,"Pranjal Kumar, Akanksha Bhardwaj",Jyoti Bansal,100000.0,Seed,2021-01-01,731 days,2019-01-02,2019
Raptee Energy,2019-01-01,Chennai,Manufacturing,Raptee Energy Inc. is looking to accelerate the transition to smart and sustainable mobility!,Phunith Kumar,Undisclosed,700000.0,Seed,2021-01-01,731 days,2019-01-02,2019
Meddo,2018-01-01,Gurugram,Healthcare & Life sciences,Meddo (Arctern Healthcare) are re-defining how primary and secondary healthcare is provided in India through a connected care delivery platform.,"Saurabh Kochhar, Dr Naveen Nishchal","SRI Capital, Picus Capital, Alkemi Capital",6000000.0,Seed,2021-01-01,1096 days,2020-01-02,2020
Supertails,2021-01-01,Bengaluru,Healthcare & Life sciences,Supertails is building a digital pet care platform which offers expert led healthcare services and products.,"Vineet Khanna, Varun Sadana, Aman Tekriwal","Saama Capital, DSG Consumer Partners",2600000.0,Seed,2021-01-01,0 days,2017-01-01,2017
SkilloVilla,2020-01-01,Bengaluru,Education,Mission to support young graduates in enhancing their learnings and transform them into big earnings.,"Ronak Agrawal, Rajat Agrawal, Deepak Kharol",Titan Capital,300000.0,Seed,2021-01-01,366 days,2018-01-02,2018
Velocity,2020-01-01,Bengaluru,Financial Services,Velocity provides revenue-based-financing to online businesses. It aims to build the future of banking and financial services for new age businesses in India.,"Abhiroop Medhekar, Atul Khichariya, Saurav Swaroop",Valar Ventures,1300000.0,Seed,2021-01-01,366 days,2018-01-02,2018
Zotalabs,2019-01-01,Pune,Others,Zotalabs gives the power of Emerging Technology to your digital automation with our easy to use APIs.,"Nausherwan Shah, Wasim Khan",Alfa Ventures,1250000.0,Seed,2021-01-01,731 days,2019-01-02,2019
Instoried,2018-01-01,Bengaluru,Media & Entertainment,Instoried is an augmented writing platform which improves customer interest and engagement.,"Sharmin Ali, Sutanshu Raj","EXPERT DOJO, Mumbai Angels",3500000.0,Seed,2021-01-01,1096 days,2020-01-02,2020
Rupifi,2019-01-01,Bengaluru,Financial Services,Rupifi operates a software-as-a-service (SaaS) firm focussed on financial products.,Anubhav Jain,Quona Capital,4100000.0,Seed,2021-01-01,731 days,2019-01-02,2019
CityMall,2019-01-01,Gurugram,IT & Technology,CityMall is a social e-commerce platform that sells lifestyle and curated products via peer-to-peer referrals on WhatsApp.,"Angad Kikla, Divij Goyal","WaterBridge Ventures, SAIF Partners",11000000.0,Series_A,2021-01-01,731 days,2019-01-02,2019
Janani,2020-01-01,Bengaluru,Others,Janani.ai is a fertility care provider.,Nilay Mehrotra,"Sweta Rau, 9Unicorns Accelerator Fund",1000000.0,Seed,2021-01-01,366 days,2018-01-02,2018
ReshaMandi,2020-01-01,Bengaluru,Others,India's 1st award winning technology led digital ecosystem for Silk,Utkarsh Apoorva,"Omnivore, Strive Ventures",1700000.0,Seed,2021-01-01,366 days,2018-01-02,2018
DotPe,2019-01-01,Gurugram,Financial Services,DotPe is a technology start-up providing a commerce and payments platform to offline enterprise businesses.,"Anurag Gupta, Gyanesh Sharma, Shailaz Nag","PayU, Google",27000000.0,Series_A,2021-01-01,731 days,2019-01-02,2019
Homingos,2018-01-01,Bengaluru,IT & Technology,Homingos is an Augmented reality (AR)-based social networking platform.,"Shourya Agarwal, Malhar Patil, Rajat Gupta","Sundi Natarajan, Srinivas Anumolu",3500000.0,Seed,2021-01-01,1096 days,2020-01-02,2020
Anar Business Community,2020-01-01,Mumbai,Others,Anar is a communications and networking platform for businesses around the world.,"Nishank Jain, Sanjay Bhat","Titan Capital, First Cheque",3500000.0,Seed,2021-01-01,366 days,2018-01-02,2018
Settlrs,2018-01-01,Bengaluru,Real Estate,"A B2B rental services company for furniture, home appliances, electronic and IT infrastructure.","Gaurav Ranebennur, Nishanth Janadri",MaGEHold Pte. Ltd.,3500000.0,Seed,2021-01-01,1096 days,2020-01-02,2020
Masai School,2019-01-01,Bengaluru,Education,Masai School is a job-oriented software training services.,Prateek Shukla,"Unitus Ventures, Omidyar Network India",5000000.0,Series_A,2021-01-01,731 days,2019-01-02,2019
NeoDove,2020-01-01,Jaipur,IT & Technology,"Neodove is an AI-powered, end to end tech-enabled customer communication and reporting solution.",Aprit Khandelwal,India Quotient,15000000.0,Seed,2021-01-01,366 days,2018-01-02,2018
KreditBee,2018-01-01,Bengaluru,Financial Services,KreditBee is a digital lending platform developed to assist young professionals with their personal finances.,"Karthikeyan Krishnaswamy, Madhusudan Ekambaram, Wan Hong","Alpine Capital, PremjiInvest",75000000.0,Seed,2021-01-01,1096 days,2020-01-02,2020
Muvin,2020-01-01,Bengaluru,Financial Services,Youth Neobank enabling financial solutions for the teenagers and young people,Mukund V Rao,Undisclosed,1000000.0,Seed,2021-01-01,366 days,2018-01-02,2018
FloBiz,2019-01-01,Bengaluru,Others,India’s first neobusiness platform,Rahul Raj,Elevation Capital,10000000.0,Series_A,2021-01-01,731 days,2019-01-02,2019
Jeevam Health,2020-01-01,New Delhi,Healthcare & Life sciences,Jeevam Health is an Online Medical Clinic to Cure Root Cause of Chronic Issues in India.,"Kamran alam, Piyush vishwakarma",Y Combinator,1500000.0,Pre_seed,2021-01-01,366 days,2018-01-02,2018
Euler Motors,2018-01-01,New Delhi,Manufacturing,Electric Light Commercial Vehicle,Saurav Kumar,"ADB Ventures, Jetty Ventures",2600000.0,Series_A,2021-01-01,1096 days,2020-01-02,2020
Pixxel,2019-01-01,Bengaluru,IT & Technology,Pixxel is a Bengaluru-based space technology startup building a constellation of advanced earth imaging small satellites.,"Awais Ahmed, Kshitij Khandelwal","Techstars, Ryan Johnson",7300000.0,Seed,2021-01-01,731 days,2019-01-02,2019
Chirrup,2020-01-01,Bengaluru,Media & Entertainment,Video integrated social-gaming platform,"Vipul Garg, Sourav Lashkari, Mehul Mittal","Titan Capital, iSeed, First Cheque, 3.0 Fund.",300000.0,Pre_seed,2021-01-01,366 days,2018-01-02,2018
Livve Homes,2017-01-01,Bengaluru,Real Estate,"India's homegrown online portal, championing the region for a brighter, more exciting livvable future. Right from simply connecting owners and tenants and to managing everything in between",Maya Lakshman,Angel investors,5000000.0,Seed,2021-01-01,1461 days,2021-01-01,2021
Nexprt,2020-01-01,New Delhi,Business Services,Nexprt Solutions offers end-to-end and 100% customized import solutions.,Harsha Vardhan K,Titan Capital,2000000.0,Seed,2021-01-01,366 days,2018-01-02,2018
Say Cheese,2020-01-01,Mumbai,IT & Technology,"Say Cheese is the first holistic women-happiness platform in India, focused to increase the happiness of women through personalized solutions",Rajpreet Kaur,Undisclosed,1000000.0,Seed,2021-01-01,366 days,2018-01-02,2018
Indic Inspirations,2019-01-01,Pune,Consumer Goods,"Indian Souvenirs online that reflect Indian tradition, culture & stories. Best for personal gifting and corporate gifting.",Sunil Jalihal,Marquee investors,300000.0,Seed,2021-01-01,731 days,2019-01-02,2019
Bimaplan,2020-01-01,Mumbai,Financial Services,Affordable insurance for the next billion Indians,Vikul Goyal,"Titan Capital, Y Combinator",500000.0,Seed,2021-01-01,366 days,2018-01-02,2018
Leap Finance,2019-01-01,Bengaluru,Financial Services,Leap Finance is a fintech startup for Indian students pursuing international higher education,Vaibhav Singh,Jungle Ventures,17000000.0,Series_B,2021-01-01,731 days,2019-01-02,2019
4baseCare,2018-01-01,Bengaluru,Healthcare & Life sciences,4baseCare develops a unified and patient-centric ecosystem to fight cancer.,"Hitesh Goswami, Kshitij Rishi","Mount Judi Ventures, growX Ventures, Season Two Ventures",2000000.0,Seed,2021-01-01,1096 days,2020-01-02,2020
Ezstays,2019-01-01,New Delhi,Education,"Ezstays is a leading student-life network, providing hostels and PG accommodation with top-tier living facilities at the best prices.","Vaibhav Khanna, Abhishek Kumar, Kumar Gaurav",Richard Rekhy,400000.0,Seed,2021-01-01,731 days,2019-01-02,2019
Stylework,2017-01-01,Gurugram,IT & Technology,Stylework is an unconventional co-working space aggregator that is going to change the way people work.,Sparsh Khandelwal,Inflection Point Ventures,500000.0,Seed,2021-01-01,1461 days,2021-01-01,2021
Riskcovry,2018-01-01,Bengaluru,Others,"Riskcovry is an ""Insurance-in-a-box” model offers a one-stop-shop platform to cater to any business's digital insurance needs.","Suvendu Prusty, Sorabh Bhandari, Vidya Sridharan, Chiranth Patil","Better Capital, Bharat Inclusion Seed Fund",5000000.0,Series_A,2021-01-01,1096 days,2020-01-02,2020
Captain Fresh,2019-01-01,Bengaluru,Others,Captain Fresh is a freshwater fish and seafood supply chain platform.,Utham Gowda,"Matrix Partners India, Ankur Capital",3000000.0,Seed,2021-01-01,731 days,2019-01-02,2019
Qoohoo,2020-01-01,Bengaluru,Others,A platform for creators to build immersive connections with their fans and followers and monetize them.,"Vimal Singh Rathore, Aseem Gupta",Angel investors,800000.0,Seed,2021-01-01,366 days,2018-01-02,2018
AMPM,2018-01-01,Gurugram,IT & Technology,24*7 convenience store,Shubham Gupta,Agility Venture Partners,200000.0,Seed,2021-01-01,1096 days,2020-01-02,2020
Questt,2020-01-01,Gurugram,Education,Questt is a homework app that allows teachers to allocate objective and subjective homework based on selected content.,"Akhil Singh, Mohsin, Rohit Pande","Chiratae Ventures, AET Fund",1000000.0,Seed,2021-01-01,366 days,2018-01-02,2018
DealShare,2018-01-01,Jaipur,IT & Technology,DealShare is a Social Commerce Startup,"Sankar Bora, Sourjyendu Medda, Vineet Rao","Omidyar Network, Falcon Edge Capital",3000000.0,IPO,2021-01-01,1096 days,2020-01-02,2020
Euler Motors,2018-01-01,New Delhi,Manufacturing,Electric Light Commercial Vehicle,Saurav Kumar,"Jetty Ventures, Srinivas Anumolu",4000000.0,Series_A,2021-01-01,1096 days,2020-01-02,2020
KoineArth,2018-01-01,Bengaluru,IT & Technology,"Koinearth is a stealth mode startup working at the intersection of blockchains, machine learning and mechanism design",Praphul Chandra,YourNest,1800000.0,Seed,2021-01-01,1096 days,2020-01-02,2020
Virohan,2018-01-01,Gurugram,Education,Virohan is an edtech company using technology to prepare a future-ready workforce for the healthcare industry.,"Archit Jayasal, Kunaal Dudeja, Nalin Saluja","National Skill Development Corporation, Rianta Capital",3500000.0,Seed,2021-01-01,1096 days,2020-01-02,2020
Apna.co,2019-01-01,Bengaluru,Others,Apna is a recruitment platform that gives opportunities for blue or grey collar jobs.,Nirmit Parikh,"Sequoia Capital India, Rocketship.vc",12500000.0,Seed,2021-01-01,731 days,2019-01-02,2019
Clairco,2018-01-01,Bengaluru,Others,Clairco provides enhanced air purification and real-time insights for breathable air indoors.,Aayush Jha,"Real Estate Accelerator Program (REAP), AngelList",500000.0,Seed,2021-01-01,1096 days,2020-01-02,2020
ParkSmart,2018-01-01,New Delhi,Manufacturing,ParkSmart is a parking management application.,"Prateek Garg, Rahul Gupta, Ratan Anmol Sethi, Rishabh Nagpal, Vishva Sharma","Shireen Rangaswamy, Dilesh Gathani",3500000.0,Seed,2021-01-01,1096 days,2020-01-02,2020
Virohan,2018-01-01,Gurugram,Education,Virohan is an EdTech company that offers healthcare vocational training to students to build a career in the healthcare industry.,"Archit Jayasal, Kunaal Dudeja, Nalin Saluja, Paarul Dudeja","Rebright Partners, Wadhwani Foundation",3000000.0,Series_A,2021-01-01,1096 days,2020-01-02,2020
BankSathi,2019-01-01,New Delhi,Financial Services,"Bank Sathi provides loans, insurance, cards comparison, and approval facility.",Jitendra Dhaka,"Dinesh Godara, Aditya Talwar",200000.0,Seed,2021-01-01,731 days,2019-01-02,2019
Spark Studio,2020-01-01,Bengaluru,Education,Online courses to build creativity and confidence in children through extra-curricular learning,Anushree Goenka,Better Capital,3500000.0,Seed,2021-01-01,366 days,2018-01-02,2018
BlissClub,2020-01-01,Bengaluru,Consumer Goods,"BlissClub is a community first women’s activewear brand. It is a Direct-to-Consumer brand in the active lifestyle space, founded in 2020 by ISB Alum Minu Margeret",Minu Margeret,Elevation Capital,2000000.0,Seed,2021-01-01,366 days,2018-01-02,2018
BricSpaces,2018-01-01,Bengaluru,Others,"A prop-tech company that finds and customizes offices, living, or retail spaces based on your requirements.",Madhusudhan,Angel investors,350000.0,Pre_seed,2021-01-01,1096 days,2020-01-02,2020
